"Cluster","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Rhinovirus","GO:0009612","response to mechanical stimulus","14/327","222/18986",0.0630630630630631,3.66151472573491,5.28053156732691,3.27081356494586e-05,0.000429180710483695,0.00031680029046442,"STAT1/CXCL10/TNF/IRF1/PTGS2/P2RX7/CD40/JUP/MYD88/TLR3/CXCR4/NFKBIA/CASP1/BAK1",14
"Rhinovirus","GO:2000116","regulation of cysteine-type endopeptidase activity","12/327","167/18986",0.0718562874251497,4.17205955062352,5.45049933645597,3.36958721254992e-05,0.000440611421322704,0.000325237884292744,"TNFSF10/TNF/PSMB9/IFI6/AIM2/IFI16/PTGS2/BIRC3/MEFV/LAMP3/CASP1/BAK1",12
"Rhinovirus","GO:0007162","negative regulation of cell adhesion","17/327","314/18986",0.054140127388535,3.14343871131109,5.07008767377167,3.42474190617011e-05,0.000446279298738512,0.000329421635257742,"GBP1/ZC3H12A/IRF1/IFNB1/JAK2/CD80/SOCS1/CD274/SEMA4D/PDCD1LG2/IDO1/IL1RN/LILRB4/LILRB1/LILRB2/JAK3/IL2RA",17
"Rhinovirus","GO:1902107","positive regulation of leukocyte differentiation","13/327","195/18986",0.0666666666666667,3.87074413863405,5.33423126926872,3.51153394957614e-05,0.000453704906364004,0.00033490285702556,"IL15RA/TNF/CD80/SOCS1/IL15/CCL19/CCR1/NFKBIZ/AXL/LILRB4/LILRB2/ADA/IL2RA",13
"Rhinovirus","GO:1903708","positive regulation of hemopoiesis","13/327","195/18986",0.0666666666666667,3.87074413863405,5.33423126926872,3.51153394957614e-05,0.000453704906364004,0.00033490285702556,"IL15RA/TNF/CD80/SOCS1/IL15/CCL19/CCR1/NFKBIZ/AXL/LILRB4/LILRB2/ADA/IL2RA",13
"Rhinovirus","GO:0071677","positive regulation of mononuclear cell migration","9/327","94/18986",0.0957446808510638,5.55904743314464,5.86589201449752,3.51774378313451e-05,0.000453704906364004,0.00033490285702556,"CXCL10/TNF/CCL20/CCR1/SLAMF1/CCL1/CCR7/CCL4/CD47",9
"Rhinovirus","GO:0042130","negative regulation of T cell proliferation","8/327","74/18986",0.108108108108108,6.27688238697413,6.02087401139414,3.9893666322276e-05,0.000512782874258099,0.0003785113346009,"CD80/CD274/PDCD1LG2/IDO1/LILRB4/LILRB1/LILRB2/IL2RA",8
"Rhinovirus","GO:0007204","positive regulation of cytosolic calcium ion concentration","12/327","170/18986",0.0705882352941176,4.0984349703184,5.37202702566433,4.01433291352684e-05,0.00051424285017688,0.000379589017692993,"PML/JAK2/ADM/CD38/CCR1/CCL1/P2RX7/PTGER2/CCR7/CCR4/CXCR4/BAK1",12
"Rhinovirus","GO:0050921","positive regulation of chemotaxis","11/327","145/18986",0.0758620689655172,4.40463988189392,5.44801385295794,4.35264741013344e-05,0.000555697789286969,0.000410189034027512,"CXCL10/CCL19/CCR1/SLAMF1/IL6/BMPR2/CCL1/CCR7/CCL4/CCR4/CXCR4",11
"Rhinovirus","GO:0002407","dendritic cell chemotaxis","5/327","24/18986",0.208333333333333,12.0960754332314,7.20058771118218,4.77308015702217e-05,0.000605284225281435,0.000446791325189288,"CCL19/CCR1/SLAMF1/CCR7/CXCR4",5
"Rhinovirus","GO:0045063","T-helper 1 cell differentiation","5/327","24/18986",0.208333333333333,12.0960754332314,7.20058771118218,4.77308015702217e-05,0.000605284225281435,0.000446791325189288,"CD80/CCL19/NFKBIZ/JAK3/IL27",5
"Rhinovirus","GO:0071675","regulation of mononuclear cell migration","11/327","147/18986",0.0748299319727891,4.34471280867087,5.38919095684789,4.93549441908508e-05,0.000623787070559282,0.000460449224100527,"CXCL10/TNF/CCL20/CCR1/SLAMF1/CCL1/STAP1/CCR7/CCL4/CCL2/CD47",11
"Rhinovirus","GO:0002520","immune system development","13/327","202/18986",0.0643564356435644,3.73660944076059,5.1764194517869,5.06107909895371e-05,0.000637527263831535,0.00047059156534131,"ACOD1/IL15/NBN/IDO1/NFKBIZ/CD40/TNFAIP3/LILRB4/LILRB2/ADA/IL2RA/CCR4/TGFBR1",13
"Rhinovirus","GO:0032729","positive regulation of type II interferon production","8/327","77/18986",0.103896103896104,6.03232852774137,5.85753728892451,5.32641233061017e-05,0.000666507026403173,0.000491983014155348,"ISG15/TNF/FZD5/JAK2/PDE4B/LILRB1/IL27/TLR3",8
"Rhinovirus","GO:0046425","regulation of receptor signaling pathway via JAK-STAT","8/327","77/18986",0.103896103896104,6.03232852774137,5.85753728892451,5.32641233061017e-05,0.000666507026403173,0.000491983014155348,"PARP14/IFNB1/JAK2/SOCS1/IL6/GBP7/JAK3/PRLR",8
"Rhinovirus","GO:0002664","regulation of T cell tolerance induction","4/327","13/18986",0.307692307692308,17.8649729475418,8.05238101803749,5.46317527028649e-05,0.000681364334865104,0.000502949955402439,"IDO1/LILRB4/LILRB2/IL2RA",4
"Rhinovirus","GO:0002369","T cell cytokine production","6/327","40/18986",0.15,8.70917431192661,6.46121346560547,5.84103066611193e-05,0.000723713274991376,0.000534209879730685,"RSAD2/IFNB1/FZD5/SLAMF1/IL6/LILRB4",6
"Rhinovirus","GO:0002724","regulation of T cell cytokine production","6/327","40/18986",0.15,8.70917431192661,6.46121346560547,5.84103066611193e-05,0.000723713274991376,0.000534209879730685,"RSAD2/IFNB1/FZD5/SLAMF1/IL6/LILRB4",6
"Rhinovirus","GO:0046597","negative regulation of viral entry into host cell","5/327","25/18986",0.2,11.6122324159021,7.02879913918919,5.88260715602829e-05,0.000726482759563102,0.000536254178310112,"IFITM1/TRIM5/TRIM25/LY6E/IFITM2",5
"Rhinovirus","GO:0039532","negative regulation of cytoplasmic pattern recognition receptor signaling pathway","7/327","58/18986",0.120689655172414,7.00738163028578,6.06571289245333,5.96723940233185e-05,0.000734534127081826,0.00054219730554361,"CGAS/IFI16/RNF125/DHX58/TREX1/MEFV/TNFAIP3",7
"Rhinovirus","GO:0009117","nucleotide metabolic process","22/327","500/18986",0.044,2.55469113149847,4.663829270287,6.03521079435575e-05,0.000740489012723064,0.000546592911997359,"CMPK2/NT5C3A/PARP9/NUPR1/GMPR/HSPA1B/CNP/CD38/KAT2B/TREX1/HSPA1A/NAMPT/TYMP/IDO1/P2RX7/ENTPD5/GTPBP1/BPGM/PDE4B/PFKFB3/ADA/PARP10",22
"Rhinovirus","GO:0043367","CD4-positive, alpha-beta T cell differentiation","9/327","102/18986",0.0882352941176471,5.123043712898,5.52721074530045,6.71677571209431e-05,0.000821446453592375,0.000606351750538236,"RSAD2/ZC3H12A/CD80/SOCS1/CCL19/IL6/NFKBIZ/JAK3/IL27",9
"Rhinovirus","GO:0034138","toll-like receptor 3 signaling pathway","5/327","26/18986",0.192307692307692,11.1656080922136,6.8665069636495,7.18104139413073e-05,0.000875392110594195,0.000646171806263037,"OAS1/TNF/UNC93B1/TNFAIP3/TLR3",5
"Rhinovirus","GO:0071639","positive regulation of monocyte chemotactic protein-1 production","4/327","14/18986",0.285714285714286,16.5889034512888,7.72428024145765,7.54483257081758e-05,0.000916782067045647,0.000676723855564954,"OAS1/OAS3/MCOLN2/NOD2",4
"Rhinovirus","GO:0043410","positive regulation of MAPK cascade","21/327","472/18986",0.0444915254237288,2.58322966879179,4.6110494958029,7.58603310591879e-05,0.000918833945745741,0.000678238452452254,"EIF2AK2/RAPGEF2/TNF/TRIM5/ZC3H12A/JAK2/MAP2K6/GADD45B/TMEM106A/LILRA5/CCL19/CCR1/SLAMF1/IL6/P2RX7/CD40/CCR7/MYD88/IGFBP4/TLR3/NOD2",21
"Rhinovirus","GO:0002260","lymphocyte homeostasis","8/327","81/18986",0.0987654320987654,5.73443576093933,5.65271892922628,7.67126674606253e-05,0.000923239395967207,0.000681490341168813,"AIM2/TNFSF13B/P2RX7/TNFAIP3/ADA/JAK3/IL2RA/BAK1",8
"Rhinovirus","GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production","8/327","81/18986",0.0987654320987654,5.73443576093933,5.65271892922628,7.67126674606253e-05,0.000923239395967207,0.000681490341168813,"ZC3H12A/CD274/SLAMF1/AXL/TNFAIP3/LILRB4/LILRB1/NOD2",8
"Rhinovirus","GO:0070232","regulation of T cell apoptotic process","6/327","42/18986",0.142857142857143,8.29445172564439,6.26493330398655,7.75514902699459e-05,0.000927427473829511,0.000684581776200388,"GIMAP8/CD274/IDO1/P2RX7/ADA/JAK3",6
"Rhinovirus","GO:0141085","regulation of inflammasome-mediated signaling pathway","6/327","42/18986",0.142857142857143,8.29445172564439,6.26493330398655,7.75514902699459e-05,0.000927427473829511,0.000684581776200388,"EIF2AK2/GBP5/GBP2/IFI16/MEFV/MYD88",6
"Rhinovirus","GO:0070228","regulation of lymphocyte apoptotic process","7/327","61/18986",0.114754098360656,6.66275630420615,5.86421440438584,8.2847709769174e-05,0.000987638786175737,0.000729026833432878,"GIMAP8/CD274/IDO1/P2RX7/ADA/JAK3/IRS2",7
"Rhinovirus","GO:0002224","toll-like receptor signaling pathway","8/327","82/18986",0.0975609756097561,5.66450361751324,5.60364353678987,8.37508156304991e-05,0.000994862658460857,0.000734359144001134,"IRF7/IRF1/UNC93B1/CD274/NFKBIZ/BIRC3/MYD88/TLR3",8
"Rhinovirus","GO:0032637","interleukin-8 production","9/327","105/18986",0.0857142857142857,4.97667103538663,5.40924701629413,8.42434640665452e-05,0.000994862658460857,0.000734359144001134,"RIGI/TNF/HSPA1B/HSPA1A/IL6/MYD88/TLR3/NOD2/FFAR2",9
"Rhinovirus","GO:0032677","regulation of interleukin-8 production","9/327","105/18986",0.0857142857142857,4.97667103538663,5.40924701629413,8.42434640665452e-05,0.000994862658460857,0.000734359144001134,"RIGI/TNF/HSPA1B/HSPA1A/IL6/MYD88/TLR3/NOD2/FFAR2",9
"Rhinovirus","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","9/327","106/18986",0.0849056603773585,4.9297213086377,5.37092000706976,9.06883965041504e-05,0.00106763691710026,0.000788077556110833,"PML/NUPR1/TNF/IFI16/RAD9A/BRCA2/ELL3/IKBKE/BAK1",9
"Rhinovirus","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","7/327","62/18986",0.112903225806452,6.55529249284798,5.80004415476223,9.20297237406735e-05,0.00108006312427331,0.000797249976831594,"ZC3H12A/CD80/SOCS1/CCL19/NFKBIZ/JAK3/IL27",7
"Rhinovirus","GO:0002705","positive regulation of leukocyte mediated immunity","11/327","158/18986",0.069620253164557,4.04223280300391,5.08339536027341,9.48998262391211e-05,0.00111029858624656,0.000819568321765263,"RSAD2/RIGI/TNF/TAP2/FZD5/SLAMF1/IL6/P2RX7/CD40/STAP1/NOD2",11
"Rhinovirus","GO:0031400","negative regulation of protein modification process","17/327","342/18986",0.0497076023391813,2.88608115599907,4.65949528534443,9.83834714930228e-05,0.00114750351472881,0.000847031187318097,"DTX3L/ISG15/PARP14/TRIM21/ZC3H12A/DNAJA1/HSPA1B/SOCS1/SEMA4D/KAT2B/HSPA1A/NIBAN1/TNFAIP3/LILRB4/CNKSR3/PARP10/HEG1",17
"Rhinovirus","GO:0002517","T cell tolerance induction","4/327","15/18986",0.266666666666667,15.4829765545362,7.42836679224372,0.000101491086234044,0.00116931345999529,0.000863130226316488,"IDO1/LILRB4/LILRB2/IL2RA",4
"Rhinovirus","GO:0032621","interleukin-18 production","4/327","15/18986",0.266666666666667,15.4829765545362,7.42836679224372,0.000101491086234044,0.00116931345999529,0.000863130226316488,"GBP5/TNF/NOD2/CASP1",4
"Rhinovirus","GO:0032661","regulation of interleukin-18 production","4/327","15/18986",0.266666666666667,15.4829765545362,7.42836679224372,0.000101491086234044,0.00116931345999529,0.000863130226316488,"GBP5/TNF/NOD2/CASP1",4
"Rhinovirus","GO:0070424","regulation of nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway","4/327","15/18986",0.266666666666667,15.4829765545362,7.42836679224372,0.000101491086234044,0.00116931345999529,0.000863130226316488,"HSPA1B/HSPA1A/BIRC3/TNFAIP3",4
"Rhinovirus","GO:0002675","positive regulation of acute inflammatory response","5/327","28/18986",0.178571428571429,10.3680646570555,6.56700928661688,0.000104302105044337,0.00119441713625015,0.000881660537057393,"TNF/IL6/PTGS2/CCR7/FFAR2",5
"Rhinovirus","GO:0036037","CD8-positive, alpha-beta T cell activation","5/327","28/18986",0.178571428571429,10.3680646570555,6.56700928661688,0.000104302105044337,0.00119441713625015,0.000881660537057393,"IRF1/SOCS1/CD274/LILRB4/LILRB1",5
"Rhinovirus","GO:0052548","regulation of endopeptidase activity","14/327","248/18986",0.0564516129032258,3.27764624642399,4.77953328243471,0.000108072902757205,0.00123014307084181,0.000908031681377915,"TNFSF10/TNF/PSMB9/IFI6/AIM2/IFI16/PTGS2/BIRC3/MEFV/SERPINB9/PSME2/LAMP3/CASP1/BAK1",14
"Rhinovirus","GO:1903320","regulation of protein modification by small protein conjugation or removal","14/327","248/18986",0.0564516129032258,3.27764624642399,4.77953328243471,0.000108072902757205,0.00123014307084181,0.000908031681377915,"DTX3L/ISG15/TRIM21/ZC3H12A/NMI/DNAJA1/HSPA1B/HSPA1A/BIRC3/TNFAIP3/PARP10/NOD2/TGFBR1/RBCK1",14
"Rhinovirus","GO:0009166","nucleotide catabolic process","11/327","161/18986",0.0683229813664596,3.9669116948734,5.00478079786641,0.000112270661583315,0.00127408657694699,0.000940468636623313,"NUPR1/CNP/KAT2B/TREX1/TYMP/P2RX7/ENTPD5/BPGM/PDE4B/PFKFB3/ADA",11
"Rhinovirus","GO:0045637","regulation of myeloid cell differentiation","13/327","219/18986",0.0593607305936073,3.4465530001536,4.82074604411454,0.000115025720189271,0.001301443702381,0.000960662333758486,"ISG15/IRF7/STAT1/TNF/HSPA1B/HSPA1A/CCR1/LILRB4/LILRB1/TNFAIP6/TLR3/NFKBIA/SCIN",13
"Rhinovirus","GO:0050871","positive regulation of B cell activation","8/327","86/18986",0.0930232558139535,5.40103833297774,5.41512479327935,0.000117482997258949,0.00132133406738562,0.000975344432130997,"TNFSF13B/CD38/IL6/CD40/ADA/IRS2/NOD2/PRLR",8
"Rhinovirus","GO:0150076","neuroinflammatory response","8/327","86/18986",0.0930232558139535,5.40103833297774,5.41512479327935,0.000117482997258949,0.00132133406738562,0.000975344432130997,"NUPR1/TNF/JAK2/IL6/PTGS2/BPGM/STAP1/TLR3",8
"Rhinovirus","GO:0002526","acute inflammatory response","9/327","110/18986",0.0818181818181818,4.75045871559633,5.22228707919153,0.000120762269269582,0.0013541858028776,0.00099959398270933,"NUPR1/TNF/PLSCR1/ITIH4/IL6/PTGS2/IL1RN/CCR7/FFAR2",9
"Rhinovirus","GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","10/327","136/18986",0.0735294117647059,4.26920309408167,5.06513089347532,0.000125264822964082,0.00140052001769605,0.00103379564264969,"CCL8/CXCL10/ADM/CCL20/CCL19/CXCL11/CCL1/CCL4/NOD2/CCL2",10
"Rhinovirus","GO:0030890","positive regulation of B cell proliferation","6/327","46/18986",0.130434782608696,7.57319505384922,5.90881568312079,0.000130698434024846,0.00145267465347027,0.00107229365376422,"TNFSF13B/CD38/CD40/ADA/IRS2/PRLR",6
"Rhinovirus","GO:0097028","dendritic cell differentiation","6/327","46/18986",0.130434782608696,7.57319505384922,5.90881568312079,0.000130698434024846,0.00145267465347027,0.00107229365376422,"CCL19/BATF2/AXL/CCR7/LILRB1/LILRB2",6
"Rhinovirus","GO:1901873","regulation of post-translational protein modification","14/327","253/18986",0.0553359683794466,3.21287062890573,4.69080752579297,0.000133342825063407,0.00147502858675561,0.00108879423821461,"DTX3L/ISG15/TRIM21/ZC3H12A/NMI/DNAJA1/HSPA1B/HSPA1A/BIRC3/TNFAIP3/PARP10/NOD2/TGFBR1/RBCK1",14
"Rhinovirus","GO:0045779","negative regulation of bone resorption","4/327","16/18986",0.25,14.5152905198777,7.15956615201036,0.000133490282262614,0.00147502858675561,0.00108879423821461,"CD38/IL6/P2RX7/TNFAIP3",4
"Rhinovirus","GO:0141084","inflammasome-mediated signaling pathway","6/327","47/18986",0.127659574468085,7.41206324419286,5.82643893276674,0.000147677316362696,0.0016223040073681,0.00119750577833887,"EIF2AK2/GBP5/GBP2/IFI16/MEFV/MYD88",6
"Rhinovirus","GO:1902622","regulation of neutrophil migration","6/327","47/18986",0.127659574468085,7.41206324419286,5.82643893276674,0.000147677316362696,0.0016223040073681,0.00119750577833887,"FUT4/CCL19/CCR7/MYD88/TNFAIP6/NOD2",6
"Rhinovirus","GO:0050672","negative regulation of lymphocyte proliferation","8/327","90/18986",0.0888888888888889,5.1609921848454,5.2380327493962,0.000161727713460499,0.00177150443236877,0.00130763826291479,"CD80/CD274/PDCD1LG2/IDO1/LILRB4/LILRB1/LILRB2/IL2RA",8
"Rhinovirus","GO:0006953","acute-phase response","6/327","48/18986",0.125,7.25764525993884,5.74644821120422,0.000166355457304173,0.00181169242983421,0.0013373030846536,"TNF/PLSCR1/ITIH4/IL6/PTGS2/IL1RN",6
"Rhinovirus","GO:0045622","regulation of T-helper cell differentiation","6/327","48/18986",0.125,7.25764525993884,5.74644821120422,0.000166355457304173,0.00181169242983421,0.0013373030846536,"ZC3H12A/CD80/CCL19/NFKBIZ/JAK3/IL27",6
"Rhinovirus","GO:0002825","regulation of T-helper 1 type immune response","5/327","31/18986",0.161290322580645,9.3647035612114,6.17027473618617,0.000172849988373921,0.00187163354173366,0.00138154869308065,"CD80/CCL19/SLAMF1/JAK3/IL27",5
"Rhinovirus","GO:0036336","dendritic cell migration","5/327","31/18986",0.161290322580645,9.3647035612114,6.17027473618617,0.000172849988373921,0.00187163354173366,0.00138154869308065,"CCL19/CCR1/SLAMF1/CCR7/CXCR4",5
"Rhinovirus","GO:0032620","interleukin-17 production","6/327","49/18986",0.122448979591837,7.10953005055233,5.66872318998064,0.000186852066306816,0.00200600556412915,0.00148073557330462,"JAK2/IL15/IL6/CCL1/MYD88/NOD2",6
"Rhinovirus","GO:0032660","regulation of interleukin-17 production","6/327","49/18986",0.122448979591837,7.10953005055233,5.66872318998064,0.000186852066306816,0.00200600556412915,0.00148073557330462,"JAK2/IL15/IL6/CCL1/MYD88/NOD2",6
"Rhinovirus","GO:0042088","T-helper 1 type immune response","6/327","49/18986",0.122448979591837,7.10953005055233,5.66872318998064,0.000186852066306816,0.00200600556412915,0.00148073557330462,"CD80/CCL19/SLAMF1/NFKBIZ/JAK3/IL27",6
"Rhinovirus","GO:0097193","intrinsic apoptotic signaling pathway","16/327","327/18986",0.0489296636085627,2.8409131292727,4.44526835407419,0.000187897221886518,0.00200681668750155,0.00148133430505957,"PML/NUPR1/IFI27/TNF/IFI6/IFI16/DNAJA1/JAK2/HSPA1A/RAD9A/NBN/PTGS2/BRCA2/ELL3/IKBKE/BAK1",16
"Rhinovirus","GO:0032945","negative regulation of mononuclear cell proliferation","8/327","92/18986",0.0869565217391304,5.04879670256615,5.15338896874543,0.000188520752596732,0.00200681668750155,0.00148133430505957,"CD80/CD274/PDCD1LG2/IDO1/LILRB4/LILRB1/LILRB2/IL2RA",8
"Rhinovirus","GO:0042100","B cell proliferation","8/327","92/18986",0.0869565217391304,5.04879670256615,5.15338896874543,0.000188520752596732,0.00200681668750155,0.00148133430505957,"IFNB1/TNFSF13B/CD38/NFKBIZ/CD40/ADA/IRS2/PRLR",8
"Rhinovirus","GO:1902106","negative regulation of leukocyte differentiation","9/327","117/18986",0.0769230769230769,4.46624323688544,4.97866057193437,0.000193397026540648,0.00205294203173345,0.00151538178690928,"ZC3H12A/IRF1/IFNB1/SOCS1/LILRB4/LILRB1/JAK3/TNFAIP6/TLR3",9
"Rhinovirus","GO:0019362","pyridine nucleotide metabolic process","11/327","172/18986",0.063953488372093,3.7132138539222,4.73197753631896,0.000201069419652424,0.00212246183482266,0.0015666979184914,"PARP9/NUPR1/CD38/KAT2B/TREX1/NAMPT/IDO1/P2RX7/BPGM/PFKFB3/PARP10",11
"Rhinovirus","GO:0046496","nicotinamide nucleotide metabolic process","11/327","172/18986",0.063953488372093,3.7132138539222,4.73197753631896,0.000201069419652424,0.00212246183482266,0.0015666979184914,"PARP9/NUPR1/CD38/KAT2B/TREX1/NAMPT/IDO1/P2RX7/BPGM/PFKFB3/PARP10",11
"Rhinovirus","GO:0032682","negative regulation of chemokine production","5/327","32/18986",0.15625,9.07205657492355,6.0498379634355,0.000201991835697794,0.00212625946267957,0.00156950114235202,"OAS1/OAS3/IL6/MEFV/LILRB4",5
"Rhinovirus","GO:0031329","regulation of cellular catabolic process","20/327","472/18986",0.0423728813559322,2.46021873218266,4.25278844978382,0.000214545964004657,0.00225213666103778,0.00166241755734603,"DTX3L/NUPR1/TNF/TRIM5/TRIM22/TRIM21/ZC3H12A/IFNB1/FZD5/IFI16/RUBCN/TRIM6/KAT2B/MEFV/P2RX7/OPTN/SPTLC2/LAMP3/IRS2/NOD2",20
"Rhinovirus","GO:0002830","positive regulation of type 2 immune response","4/327","18/18986",0.222222222222222,12.9024804621135,6.68802601949293,0.000218411571844908,0.00225357117036729,0.00166347644224267,"RSAD2/IL6/IDO1/NOD2",4
"Rhinovirus","GO:0044790","suppression of viral release by host","4/327","18/18986",0.222222222222222,12.9024804621135,6.68802601949293,0.000218411571844908,0.00225357117036729,0.00166347644224267,"PML/TRIM5/TRIM25/TRIM21",4
"Rhinovirus","GO:0046851","negative regulation of bone remodeling","4/327","18/18986",0.222222222222222,12.9024804621135,6.68802601949293,0.000218411571844908,0.00225357117036729,0.00166347644224267,"CD38/IL6/P2RX7/TNFAIP3",4
"Rhinovirus","GO:0097396","response to interleukin-17","4/327","18/18986",0.222222222222222,12.9024804621135,6.68802601949293,0.000218411571844908,0.00225357117036729,0.00166347644224267,"CXCL10/USP25/NFKBIZ/IKBKE",4
"Rhinovirus","GO:0097398","cellular response to interleukin-17","4/327","18/18986",0.222222222222222,12.9024804621135,6.68802601949293,0.000218411571844908,0.00225357117036729,0.00166347644224267,"CXCL10/USP25/NFKBIZ/IKBKE",4
"Rhinovirus","GO:0150078","positive regulation of neuroinflammatory response","4/327","18/18986",0.222222222222222,12.9024804621135,6.68802601949293,0.000218411571844908,0.00225357117036729,0.00166347644224267,"NUPR1/TNF/IL6/STAP1",4
"Rhinovirus","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","8/327","94/18986",0.0851063829787234,4.94137549612857,5.07116527913152,0.000218857004372796,0.00225357117036729,0.00166347644224267,"DTX3L/ISG15/TRIM21/DNAJA1/HSPA1B/HSPA1A/TNFAIP3/PARP10",8
"Rhinovirus","GO:0051928","positive regulation of calcium ion transport","9/327","120/18986",0.075,4.3545871559633,4.8800557396385,0.000234100054674523,0.00240160120864698,0.00177274500436331,"CXCL10/LILRA5/CCR1/CXCL11/P2RX7/STAC3/CCL4/CCL2/BAK1",9
"Rhinovirus","GO:2001233","regulation of apoptotic signaling pathway","18/327","403/18986",0.0446650124069479,2.59330252464316,4.27984310653325,0.00023450406086021,0.00240160120864698,0.00177274500436331,"TNFSF10/PML/NUPR1/TNF/IFI6/IFNB1/DNAJA1/JAK2/HSPA1B/TRAF1/HSPA1A/RAD9A/PTGS2/TNFAIP3/ELL3/TGFBR1/RBCK1/BAK1",18
